ID_ESTABLECIMIENTO,Nombre del Establecimiento,Cadena Hotelera,Titular - Propiedad,CIF,País,Comunidad Autónoma,Isla,Municipio,Dirección Completa,Habitaciones,Plazas,Responsable Local,Cargo Local,Email Local,Responsable Corp,Cargo Corp,Email Corp,Edificio Prioritario,Servicio A01,Servicio A02,Servicio A03,Fecha Apertura,Fecha Cierre,STATUS
HS-251,Club de Golf Vallromanes,Club de Golf Vallromanes,,,Spain,Catalonia,,"Vallromanes,","Passeig de la Torre Tavernera, s/n,  Barcelona",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-252,Club Marmara del Mar,Marmara del Mar,,,Spain,Balearic Islands,,PortoCristo,"Av. Violetas, 101, 07680 Cala Romantica, Balearic Islands",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-253,Club Monte Anfi,Anfi Grupo,,,Spain,Canary Islands,Gran Canaria,Las palmas,"Barranco de la Verga, 35129 Las palmas, Las Palmas",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-254,Club Puerto de Anfi,Anfi Grupo,,,Spain,Canary Islands,Gran Canaria,Las Palmas,"Barranco de la Verga, 35129 Las Palmas",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-255,Cocina Central,Marport,,,Spain,Balearic Islands,Mallorca,Felanitx,"07200 Felanitx, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-256,Cocina Central Anfi,Anfi Grupo,,,Spain,Canary Islands,Gran Canaria,Mogán,"Playa Anfi del Mar, 35129 las, C. Dalí, 26, 35129 Mogán, Las Palmas, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-257,Cocina Central Cappuccino,Grupo Cappuccino,,,Spain,Balearic Islands,Mallorca,Palma,"Carrer Pocomaco, 2, 07011 Palma, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-258,Comarruga,Pierre et Vacances,,,Spain,Cataluña,,"San Salvador, Tarragona","Av. Palfuriana, 133 ",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-259,Condesa,Condesa,,,Spain,Balearic Islands,Mallorca,Alcúdia,"Carrer de les Roselles, 4, 07410 Alcúdia, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-260,Cook and Events,Lopesan Hotels,,,Spain,Canary Islands,Gran Canaria,San Bartolomé de Tirajana,"35290 San Bartolomé de Tirajana, Las Palmas, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-261,Cook’s Club Calviá Beach,Globales,,,Spain,Balearic Islands,,Torrenova,"Calle Alta Esquina - C/ Pineda, 07181 Torrenova, Balearic Islands",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-262,COR Barra i Taula,Mallorca C Collection,,,Spain,Balearic Islands,Mallorca,"Palma, Illes Balears","Plaça del Comtat del Rosselló, S/N",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-263,Corallium Beach,Lopesan Hotels,,,Spain,Canary Islands,Gran Canaria,San Bartolomé de Tirajana,"C. los Jazmines, 25, 35100 San Bartolomé de Tirajana, Las Palmas",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-264,Corallium Dunamar​,Lopesan Hotels,,,Spain,Canary Islands,Gran Canaria,San Bartolomé de Tirajana,"C. Helsinki, 8, 35100 San Bartolomé de Tirajana, Las Palmas",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-265,Costa Café Palma de Mallorca,Quimicral,,,Spain,Balearic Islands,Mallorca,Palma,"Pl. d'Espanya, 5, Llevant, 07002 Palma, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-266,Costa Málaga Torremolinos,Pierre et Vacances,,,Spain,Andalucía,,Málaga,"Av. Isabel Manoja, 9, 29620 Torremolinos, Málaga, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-267,Cristine Bedfor Sevilla,Cristine Bedfor,,,Spain,Andalucía,,Sevilla,"C. Amor de Dios, 29, Casco Antiguo, 41002 Sevilla",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-268,Crowne Plaza Madrid - Centre Retiro,Grand Hotel Colón,,,Spain,Madrid,,Madrid,"C. del Pez Volador, 1, Retiro, 28007 Madrid",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-269,Deya,Pierre et Vacances,,,Spain,Balearic Islands,,Santa Ponsa,"Carrer de Ramon de Montcada, 27, 07180 Santa Ponça, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-270,EIX Alcudia Hotel,Eix Hotels,,,Spain,Balearic Islands,Mallorca,Port d'Alcúdia,"Carrer de Teodor Canet, 43, 07400 Port d'Alcúdia, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-271,EIX Lagotel Holiday Resort,Eix Hotels,,,Spain,Balearic Islands,Mallorca,Playa de Muro,"Carrer Circuit del Llac, sn, 07458 Playa de Muro, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-272,EIX Platja Daurada Hotel & Spa,Eix Hotels,,,Spain,Balearic Islands,,Can Picafort,"Passeig Colón, s/n, 07458 Can Picafort, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-273,El Autor Hotel Madrid,AC Hoteles - Grupo Belagua,,,Spain,Madrid,,,"Calle Zorrilla, 19, Madrid, CP 28014",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-274,El Chaval Beach Club,Marport,,,Spain,Balearic Islands,,,Magaluf,0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-275,El Kiosko Baleares,Quimicral,,,Spain,Balearic Islands,Mallorca,Inca,"Plaça Mallorca, 07300 Inca, Balearic Islands",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-276,El Llorenç Parc de la Mar,Mallorca C Collection,,,Spain,Balearic Islands,Mallorca,Palma de Mallorca,"Plaça de Llorenç Villalonga, 4, Centre, 07001 Palma, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-277,El Puerto Fuengirola,Pierre et Vacances,,,Spain,Andalucía,,Málaga,"Paseo Marítimo Rey de España, 32",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-278,El Vicenç,Mallorca C Collection,,,Spain,Balearic Islands,,Cala Sant Vicenç,"Carrer de Cala Molins, 6, 07469 Cala Sant Vicenç, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-279,Empuriabrava Marina,Pierre et Vacances,,,Spain,Catalonia,,Empuriabrava,Sector Calle Cavallo de Mar 25 30 ,0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-280,Engel&Völkers ,Engel&Völkers ,,,Spain,Balearic Islands,,,,0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-281,Es Figueral Nou,Mallorca C Collection,,,Spain,Balearic Islands,Mallorca,Montuïri,"Carretera de Montuiri a Sant Joan km7 s/n, 07230 Montuïri, Balearic Islands",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-282,Es Gremi,Es Gremi Centro Musical,,,Spain,Balearic Islands,Mallorca,Palma,Gremi Porgadors 16,0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-283,Estartit Playa,Pierre et Vacances,,,Spain,Catalonia,,Estartit Gerona,"Avda. de la Costa Brava, 16 ",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-284,Europe Playa Marina,Europe Hotels,,,Spain,Balearic Islands,,Mallorca - Islas Baleares,"Passeig Illetes, 68, 07181 ses Illetes, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-285,Europe Villa Cortés,Europe Hotels,,,Spain,Canary Islands,Tenerife,Arona - Tenerife,"Avenida Rafael Puig, nº38; Playa de las Américas",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-286,Fairmont La Hacienda,Fairmont ,,,Spain,Andalucía,,San Roque,"Calle Faro de Punta Mala, 2, 11360 San Roque, Cádiz",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-287,Fet a Soller,Fet a Sóller ,,,Spain,Balearic Islands,,,"07100 Sóller, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-288,Fiesta Hotel Tanit,Palladium,,,Spain,Balearic Islands,Ibiza,"Sant Antoni de Portmany, Illes Balears","Camí del Portixol, 1",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-289,Fil suites ,Dreamplace Hotels,,,Spain,Balearic Islands,Mallorca,Palma,"Carrer de la Ferreria, 14, Centre, 07002 Palma, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-290,Finca Banyols,Finca Banyols,,,Spain,Balearic Islands,,,"07340 Camí de Banyols s/n, 07340 Alaró, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-291,Finca Cabrita,Finca Cabrita,,,Spain,Balearic Islands,,,"6L 13 Estate Nazareth, Nazareth, St Thomas 00802, Islas Vírgenes de los Estados Unidos",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-292,Flacalco ,Flacalco Hotels & Apartments,,,Spain,Balearic Islands,Mallorca,Cala Ratjada,"Calle Bustamante, 39, Cala Ratjada  ",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-293,Forn i Pastisseria Terrasa ,Forn Terrassa,,,Spain,Balearic Islands,Mallorca,Santanyí,"Plaça Major, 25, 07650 Santanyí, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-294,Fundación las Medulas,Fundación las Medulas,,,Spain,Castilla y León ,,,Ponferrada,0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-295,Garbí Cala Millor,Garbí Cala Millor,,,Spain,Baleares- Mallorca,Mallorca,Cala Millor,"Carrer Cristòfol Colom, 146, 07560 Cala Millor, Illes Balears",287,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-296,Globales América,Globales,,,Spain,Balearic Islands,,,"Carrer de Cala Domingos, s/n, 07689 Cales de Mallorca, Illes Balears, España",372,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-297,Globales Apartamentos Cala Viñas,Globales,,,Spain,Balearic Islands,,Cala Vinyes,"Calle Las Sirenas, 17, 07181 Cala Vinyes, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-298,Globales Apartamentos Nova,Globales,,,Spain,Balearic Islands,Mallorca,Palmanova,"Av. de Cas Saboners, 6, 07181 Palmanova, Illes Balears",135,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-299,Globales Apartamentos Verdemar,Globales,,,Spain,Balearic Islands,Mallorca,Santa Ponça,"Carrer de Ramon de Montcada, 14, 07180 Santa Ponça, Illes Balears",197,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-300,Globales Cala Bona,Globales,,,Spain,Balearic Islands,,Cala Bona,"Carrer del Lliri, s/n, 07559 Cala Bona, Illes Balears",86,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-301,Globales Cala Viñas Hotel,Globales,,,Spain,Balearic Islands,,Cala Vinyes,"Carrer de les Sirenes, 15, 07181 Cala Vinyes, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-302,Globales Condes de Alcudia,Globales,,,Spain,Balearic Islands,Mallorca,Port d'Alcúdia,"Avinguda de la Platja, 4, 07410 Port d'Alcúdia, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-303,Globales Costa de la Calma,Globales,,,Spain,Balearic Islands,,Costa de la Calma,"Carrer de's Centre, 4, 07183 Costa de la Calma, Illes Balears",109,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-304,Globales Don Pedro,Globales,,,Spain,Balearic Islands,,Cala Sant Vicenç,"Carrer Cala Clara, 4, 07469 Cala Sant Vicenç, Illes Balears",153,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-305,Globales Maioris,Globales,,,Spain,Balearic Islands,,Puigderrós,"Carrer del Tudó, 6, 07609 Puigderrós, Illes Balears",238,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-306,Globales Mimosa,Globales,,,Spain,Balearic Islands,Mallorca,Palmanova,"Av. de Cas Saboners, 28, 07181 Palmanova, Illes Balears",290,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-307,Globales Palmanova,Globales,,,Spain,Balearic Islands,Mallorca,Palmanova,"Carrer Miquel Sants Oliver, 13, 07181 Palmanova, Illes Balears",214,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-308,Globales Palmanova Palace,Globales,,,Spain,Balearic Islands,Mallorca,Palmanova,"Carrer Miquel Sants Oliver, 15, 07181 Palmanova, Illes Balears",193,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-309,Globales Panamá,Globales,,,Spain,Balearic Islands,Mallorca,Palmanova,"Carrer de París, 4, 07181 Palmanova, Illes Balears",186,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-310,Globales Samoa,Globales,,,Spain,Balearic Islands,,Cales de Mallorca,"Carrer de Formentor, s/n, 07689 Cales de Mallorca, Illes Balears",340,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-311,Globales Simar,Globales,,,Spain,Balearic Islands,,Cala Sant Vicenç,"Carrer del Temporal, s/n, 07469 Cala Sant Vicenç, Illes Balears",160,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-312,Globales Torrenova,Globales,,,Spain,Balearic Islands,,Torrenova,"Carrer Sant Miquel de Liria, 6, 07181 Torrenova, Illes Balears",87,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-313,Gold by Marina,Satocan Turismo,,,Spain,Canary Islands,Gran Canaria,Maspalomas,"Av. Estados Unidos, 15, 35100 Maspalomas, Las Palmas",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-314,Golf de S'Horta,Marport,,,Spain,Balearic Islands,Mallorca,Felanitx,"07669 S'Horta, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-315,Gran Anfi,Anfi Grupo,,,Spain,Canary Islands,Gran Canaria,Mogán,"C. Anfi del Mar, 33A, 35120 Mogán, Las Palmas, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-316,Gran Hotel Mas d'en Bruno,Mas d'en Bruno,,,Spain,Catalonia,,Torroja del Priorat,"MAS D'EN BRUNO, Polígono 5 Parcela 71, 43737 Torroja del Priorat, Tarragona",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-317,Gran Marbella Resort and Beach Club,Gran Marbella Resort and Beach Club,,,Spain,Andalucía,,Marbella,"Avenida José Ribera, 25, Urb. Real de Zaragoza, 29604 Marbella, Málaga",135,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-318,"Grand Hotel Centenari, Valencia, Autograph Collection",AC Hoteles - Grupo Belagua,,,Spain,Valencia,,València,"Pl. de l'Ajuntament, 25, 2, Ciutat Vella, 46002 València, Valencia",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-319,Grand Palladium Palace Ibiza Resort & Spa,Palladium,,,Spain,Balearic Islands,Mallorca,"Sant Jordi de ses Salines, Balearic Islands","Platja d'en Bossa, S/N",359,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-320,Grand Palladium Sicilia Resort & Spa,Palladium,,,Italy,Sicilia,,Campofelice di Roccella,Viale Himera 7/8 ss 113 Km 204.3 ,0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-321,Grand Palladium White Island Resort & Spa,Palladium,,,Spain,Balearic Islands,Mallorca,"Sant Jordi de ses Salines, Illes Balears","Carrer 34 de la Platja d'en Bossa, s/n",470,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-322,Grums Hotel & Spa,Grums y Akquaaa,,,Spain,Catalonia,,Barcelona,"Carrer de Palaudàries, 26, 08004 Barcelona",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-323,H10 Atlantic Sunset Horizons Collection,H10,,,Spain,Canary Islands,,,"Av. Adeje 300, s/n, 38678, Santa Cruz de Tenerife",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-324,H10 Big Sur,H10,,,Spain,Canary Islands,Tenerife,Los Cristianos,"Av. Juan Carlos I, 28, 38650 Los Cristianos, Santa Cruz de Tenerife",181,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-325,H10 Blue Mar Boutique Hotel,H10,,,Spain,Balearic Islands,Mallorca,Andratx,"Camí Salinar, 8, 07160 Andratx, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-326,H10 Casa Mimosa,H10,,,Spain,Catalonia,,Barcelona,"Carrer de Pau Claris, 179, L'Eixample, 08037 Barcelona",195,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-327,H10 Casanova,H10,,,Spain,Catalonia,,Barcelona,"Gran Via de les Corts Catalanes, 559, L'Eixample, 08011 Barcelona",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-328,H10 Conquistador,H10,,,Spain,Canary Islands,,Playa de la América,"Av. Rafael Puig Lluvina, 36, ",367,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-329,H10 Costa Adeje Palace,H10,,,Spain,Canary Islands,,La Caleta,"Playa La Enramada, 38679 La Caleta, Santa Cruz de Tenerife",467,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-330,H10 Costa Mogán,H10,,,Spain,Canary Islands,Gran Canaria,Mogán,"Av. Playa del Cura, 4, 35138 Mogán, Las Palmas",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-331,H10 Gran Tinerfe,H10,,,Spain,Canary Islands,Tenerife,Costa Adeje,"Av. Rafael Puig Lluvina, 13, 38660 Costa Adeje, Santa Cruz de Tenerife",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-332,H10 Lanzarote Princess,H10,,,Spain,Canary Islands,Lanzarote,Playa Blanca,"C. Maciot, 1, 35580 Playa Blanca, Las Palmas",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-333,H10 Las Palmeras,H10,,,Spain,Canary Islands,,Playa de la Américas,"Av. Rafael Puig Lluvina, 28, 38660 Playa de la Américas, Santa Cruz de Tenerife",305,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-334,H10 Madison,H10,,,Spain,Catalonia,,Barcelona,"Carrer del Dr. Joaquim Pou, 2, 4-6, Ciutat Vella, 08002 Barcelona",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-335,H10 Montcada,H10,,,Spain,Catalonia,,Barcelona,"Via Laietana, 24, Ciutat Vella, 08003 Barcelona",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-336,H10 Ocean Dreams,H10,,,Spain,Canary Islands,Gran Canaria,"Corralejo , Las Palmas","C. Las Palmeras, 2, 35660 Corralejo, Las Palmas",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-337,H10 Ocean Dunas,H10,,,Spain,Canary Islands,Gran Canaria,"Corralejo, Las Palmas","C. la Red, 1, 35660 Corralejo, Las Palmas",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-338,H10 Ocean Suites,H10,,,Spain,Canary Islands,Gran Canaria,Corralejo Las Palmas,"C. Las Palmeras, 1, 35660 Corralejo, Las Palmas",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-339,H10 Playa Esmeralda,H10,,,Spain,Canary Islands,,FUERTEVENTURA,"C. Punta del Roquito, 2, 35627 Costa Calma, Las Palmas",304,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-340,H10 Playa Meloneras Horizons Collection,H10,,,Spain,Canary Islands,Gran Canaria,Gran Canaria,"C. Mar Caspio, 5, 35100 Gran Canaria, Las Palmas",510,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-341,H10 Port Vell,H10,,,Spain,Catalonia,,Barcelona,"Pas de Sota Muralla, 9, Ciutat Vella, 08003 Barcelona",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-342,H10 Racó del Pi,H10,,,Spain,Catalonia,,Barcelona,"Carrer del Pi, 7, Ciutat Vella, 08002 Barcelona",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-343,H10 Rubicón Horizons Collection,H10,,,Spain,Canary Islands,Lanzarote,Montaña Roja,35580 Montaña Roja,0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-344,H10 Suites Lanzarote Gardens,H10,,,Spain,Canary Islands,Lanzarote,Costa Teguise,"Av. de las Islas Canarias, 13, 35508 Costa Teguise, Las Palmas",78,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-345,H10 Taburiente Playa ,H10,,,Spain,Canary Islands,La Palma,Breña Baja,"Tr.ª de los Cancajos, 36, 38712 Breña Baja, Santa Cruz de Tenerife",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-346,H10 Tenerife Playa,H10,,,Spain,Canary Islands,Tenerife,"Puerto de la Cruz,","Av. de Cristobal Colón, 12, Santa Cruz de Tenerife",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-347,H10 Timanfaya Palace,H10,,,Spain,Canary Islands,,Montaña Roja,"C/ Gran Canaria, 1. Urb, 35580 Montaña Roja, Las Palmas",295,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-348,H10 Tindaya,H10,,,Spain,Canary Islands,Fuerteventura,Costa Calma,"C. Punta del Roquito, s/n, 35627 Costa Calma, Las Palmas",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-349,H10 Universitat,H10,,,Spain,Catalonia,,Barcelona,"Ronda de la Univ., 21, L'Eixample, 08007 Barcelona",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-350,H10 White Suites Boutique Hotel,H10,,,Spain,Canary Islands,Lanzarote,Playa Blanca,"C. Janubio, 1, 35580 Playa Blanca, Las Palmas",114,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-351,Hamacas Cala Ferrera,Marport,,,Spain,Balearic Islands,Mallorca,Felanitx,"07669 Cala Ferrera, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-352,Hard Rock Hotel Ibiza,Hard Rock Hoteles,,,Spain,Balearic Islands,Ibiza,Ibiza,"Platja d'en Bossa, s/n, 07817 Ibiza, Balearic Islands",493,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-353,Hard Rock Hotel Marbella,Hard Rock Hoteles,,,Spain,Andalucía,,Malaga,"Urbanización Nueva Andalucía, s/n",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-354,Hard Rock Hotel Tenerife,Hard Rock Hoteles,,,Spain,Canary Islands,Tenerife,Adeje,"Avenida de Adeje 300, 38678 Playa Paraíso",624,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-355,Healthy Poke Alexandre,Quimicral,,,Spain,Balearic Islands,Mallorca,Palma de Mallorca,plaza Jaume II 07002 Palma de Mallorca,0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-356,Healthy Poke Picasso,Quimicral,,,Spain,Balearic Islands,Mallorca,Palma,AV Picasso 58 07014 Palma,0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-357,Hospital Universitario de Canarias,Complejo Hospitalario Universitario de Canarias,,,Spain,Canary Islands,Tenerife,La Laguna,"Carretera Ofra S/N, 38320 La Laguna, Santa Cruz de Tenerife",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-358,Hostería de La Rábida,Hostería de La Rábida,,,Spain,Andalucía,,"La Rábida, Huelva","Urbanizacion Rabida Urbanizacion, 108",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-359,Hotel Agua Beach,Agua Beach,,,Spain,Balearic Islands,Mallorca,Palmanova,"Passeig Mar, 24, 07181 Palmanova,",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-360,Hotel Aguere,Aguere,,,Spain,Canary Islands,Tenerife,La Laguna,"C. Obispo Rey Redondo, 55,  Santa Cruz de Tenerife",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-361,Hotel Antigua Palma,Hotel Antigua Palma,,,Spain,Balearic Islands,Mallorca,Palma de Mallorca,"Carrer del Sol, 1",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-362,Hotel Basílica,Hotel Basílica,,,Spain,Balearic Islands,Mallorca,Palma," Calle Can Troncoso, 3 07001 Palma ",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-363,Hotel Cádiz Bahía,Q Hoteles,,,Spain,Andalucía,,"Tomares, Sevilla",Edificio Puerta Aljarafe – Parque Aljarafe s/n,0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-364,Hotel Cala d´Or,Hotel Cala dOr,,,Spain,Balearic Islands,Mallorca,Cala D'or,"Av. de Bèlgica, 49, 07660 Cala D'or, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-365,Hotel Cappuccino - Palma,Grupo Cappuccino,,,Spain,Balearic Islands,Mallorca,Palma,"Plaça de Cort, Distrito Centro, 07001 Palma, Balearic",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-366,"Hotel Circulo Gran Vía, Autograph",AC Hoteles - Grupo Belagua,,,Spain,Madrid,,Madrid,"Gran Vía, 24, Centro, 28013 Madrid",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-367,Hotel Cort,Treguer Hotels ,,,Spain,Balearic Islands,Mallorca,Palma,"Plaça de Cort, 11, 07001 Palma, Balearic Islands",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-368,Hotel Cupidor,Hotel Cupidor,,,Spain,Balearic Islands,,Paguera,"Carrer des Capdellà, 4",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-369,Hotel El Cid,Hotel Sitges,,,Spain,Catalonia,,Sitges,"Calle San José, 39, 08870 Sitges, Barcelona",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-370,Hotel El Cortijo de Zahara,Q Hoteles,,,Spain,Andalucía,,Zahara de los Atunes,"Avenida Cabo de Plata, 6 - Playa de, 11393 Zahara de los Atunes, Cádiz",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-371,Hotel Event,Q Hoteles,,,1 España,Canarias - Fuerteventura,,Tarifa,"Dirección: Mar Adriatico, 11380 Tarifa, Cádiz",130,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-372,"Hotel Faro, a Lopesan Collection Hotel",Lopesan Hotels,,,Spain,Canary Islands,Gran Canaria,Meloneras,"Plaza de Colón, 1, 35100 Meloneras, Las Palmas",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-373,Hotel Figueres Pirineos,Pierre et Vacances,,,Spain,Catalonia,,Figueres,"Avenida Salvador Dali, 68, 17600 Figueres, ",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-374,Hotel Galeon y Galeon-Pavillon,Hotel Sitges,,,Spain,Catalonia,,Sitges,"Sant Francesc, 46-48, Carrer de Sant Bartomeu, 56, 08870 Sitges, Barcelona",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-375,Hotel Gayá,Hotel Gayá,,,Spain,Balearic Islands,,Paguera,"C/ Niza, 3 07160 Paguera ",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-376,"Hotel Hacienda Son Antem Golf Resort, Autograph Collection",AC Hoteles - Grupo Belagua,,,Spain,Balearic Islands,,,"Hotel Son Antem, Ma-19, Salida 20, 07620, Balearic Islands",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-377,Hotel Horitzó,Pierre et Vacances,,,Spain,Catalonia,,Blanes,11 Paseo Marítimo s'Abanell,0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-378,Hotel Indigo Barcelona Plaza Espana,Grape Hospitality,,,Spain,Catalonia,,Barcelona,"Gran Vía de Les Corts Catalanes, 322-324",0,0,,,,,,,NO,NO,NO,NO,,,Activo
